,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10,pca11,pca12,pca13,pca14,pca15,pca16,pca17,pca18,pca19,pca20,pca21,pca22,pca23,pca24,pca25,PerformanceRating
0,-4.479793574532209,-1.6257996059973754,1.0481524637879838,0.9356890228558156,-0.9173971911208664,1.0277828016346022,-0.8315387568468511,-1.4712378392212802,0.5151837567101419,0.4494978061058408,-1.2428653296897805,-0.16977154173896752,-0.8593278959332621,-0.2631050601728863,1.3611262092671086,-0.6554178052059577,0.888524883946376,0.09972378231788417,-0.47060706164597926,0.012551823372854895,0.19236575834513123,0.19905456065958568,-0.5028907362905494,0.22833715281572467,-0.3527442885183315,3
1,-4.356073800672281,-0.06828908459610458,2.016173878959255,1.5167825598014228,0.41886415008818356,-0.5825346369821011,-1.7148938853698514,0.026680837075210653,0.9852777261265967,0.8307246040105893,-1.7235565666115142,1.1714812044903158,0.26557498836329013,0.2764253312481168,0.13361474257890912,-0.15766363626193272,0.5058845381894621,-0.359134195921138,0.4208030464384759,-0.929058016324828,-0.49504058408098395,0.3060185486383441,-0.8883671294954364,-0.2372359858624326,-0.7100424708480825,3
2,-4.243180593897768,2.560961621101438,4.363071909949576,-0.1825322754473511,-1.773879994132346,-0.36287313879933303,-0.43152756794126307,1.3080317997112167,0.4497808964476823,1.9575299671388258,0.18935495979821873,2.2900691037933423,-1.1978075888104083,0.13115984063520297,0.786888941595967,-1.2679364705251372,-0.6246276084927438,0.504682745375394,0.5591949379479806,0.08161800299328553,-0.2560915179478357,-0.24287228736992367,-0.4347244400532192,-0.3567238250733082,0.6469960383195567,4
3,3.0137484824404592,0.7259831169811185,2.3266720730715282,3.288182786445373,2.3095736025669193,1.9099851671964203,1.0831191552109258,-0.2267864757241737,-0.11298768769647224,-0.19113155606159085,-0.1391967763212688,-1.408615834027145,-0.38401990096418415,1.1510026166434426,0.5049615044176763,1.5581036815899356,-0.2735009921864397,0.8912814596989463,-1.53358288203894,0.7000661880153959,0.11340176353335418,-0.18643848269770952,-0.5660170999849228,-0.06606873024939167,-0.5000483553247219,3
4,-4.246564872071685,5.96660044971476,-0.24630205734891708,0.7899785226475777,2.0967612555031865,-1.712339366587795,0.7690247723747877,-0.5169497160801357,0.7885774242556478,1.1256382610100317,-1.6424601310549847,0.14282769628745,-0.7278650435412188,-0.05162604892070246,-1.5095159285817175,0.6522736700912984,0.6141788039500168,-0.29579284753960156,0.9704685562329683,-1.179983774371885,0.793859231067864,-0.1070460674013467,-0.2181673737728747,0.45697289805368085,-0.14789420816694737,3
5,-3.3372510087890244,-1.736375433426799,1.0909281202988184,-0.37378950393032073,-1.4838690322599735,-0.5640975174226956,-1.7118322330668738,1.1776294475661373,0.27605631174328077,1.330752466379775,2.0130721316484204,1.6792984160898283,1.5431334228601372,0.1069291764675725,1.1925520596630053,0.6094781185388375,0.3229102723097139,-0.06024485108493755,-0.6781069783718505,1.150712102733109,0.3256114683341452,-0.25041691295486096,-0.3082205314315518,0.411045490750589,-0.09073593361741358,4
6,-0.34280111047219997,4.416655794839526,-1.3269348641361787,1.2799355562059815,-0.5828017018310379,-0.08167674561639053,-0.8570998142442949,-0.5981980664047056,0.9379436495837445,0.3112662984278848,-1.1253899957987379,1.3321507355826328,-0.47906210848458236,-0.3893377717565983,-1.7873726922709787,-0.5291513320179468,0.48904061993253667,-0.25843172245375695,0.8835046382509074,-0.7605468075425041,0.6604433014666223,0.09113044461021584,-0.35461009598466164,0.4312595060595302,-0.21099707709516935,3
7,-3.2840983805968063,3.9887517004497686,0.05900996699948715,-0.7409361204629147,-1.7106819493696355,-2.741404144933271,0.5668557439106691,-1.4675847954852836,-0.9256534439597608,-1.0324167444944847,1.5705815935034186,0.6504429673448221,0.8048971414545179,-0.19115177459431765,0.4911385663485894,-0.10986645700828536,-0.9949815396623698,1.6421098015832616,-0.2479516117166338,-0.6344971087062766,0.13821034493205403,0.2604225946246123,0.2348608036324819,-1.1087886991645142,0.3623677570352665,3
8,-3.134083109356485,6.285827528876221,0.41512011689116607,-0.8524232283818376,-0.2054384260833994,-1.3144941459083377,1.8319538591093836,1.5641070963637866,-1.6649931352491842,0.5661516853549655,-0.6283400417718843,0.4996170242136214,-0.06452968886229685,0.43537034986826373,1.1202511536948407,-0.8775412595263217,-0.2115746601757802,-1.4588475048671905,0.8073654781438986,1.4731041642085052,0.658207633193118,-0.7957829621579495,0.7759621129459389,-0.1519965198502184,-0.24284074179314902,3
9,-3.297545995820335,1.7473883679807516,-1.4383459893766861,-1.1794552286466504,1.1492139808723096,0.04445594166927777,-2.119581806893642,-0.546635888872388,0.21021791947605653,-1.355531060999038,1.2763376127971486,-0.036878426882186954,-0.002898060225305001,-0.008954432479224029,0.4662378466376223,-0.11151834126569918,-1.041965998751289,-0.672183827457719,-0.7561794862356739,-0.1894296357297864,0.26594011206083124,0.0793955204048031,0.6698369065117618,-0.42872396806152224,0.4213016990659893,3
10,-3.3969780292799534,-0.5513475546742567,-0.4357908756918688,-0.31712039877250225,0.8596750745359175,-0.20599788992158413,1.2417355645757477,-0.7499278812416703,0.7803875323181017,0.058928401671727616,-0.16948978397552378,0.09733872699402947,1.9204623429732361,-0.24371369611446278,0.45540507987212614,0.5883680336615135,-0.7451523697842702,1.1093013848603235,2.1806667644359368,-0.12074919829179845,-0.07430579245033353,0.4291942969086759,-0.3098811607611279,0.3953880349654157,-0.15816926937851133,3
11,-4.079364482894803,6.983723658548218,2.5740564929906853,0.10427619861531377,-0.43158487278306334,0.6237724308647262,-1.8259799844616056,-1.1456654611596808,-0.3960391548026885,0.8528941815678625,-0.7900551459610504,0.07829623879351698,-0.3187144664204523,0.7093071418207535,0.9134938807154679,0.990078360075446,0.6681705183650255,0.06256969707166071,-0.18601762266980001,1.141557962133922,-0.03860997955331102,2.382166092543747,-0.3502755509254981,-1.2478040476301029,-0.1847041174406469,3
12,-4.299343598327283,4.307220803132797,1.2240667600743695,0.8851838707160434,-1.3249266843120593,0.3571767876424652,1.967693945417691,-0.5857999076902299,3.271415094453821,1.0206682132956393,0.1805263769792768,0.2101484904199839,-1.250401025100796,-2.2638059843462655,-0.875604493858285,1.6547002876298413,0.14396468457306957,0.22215850886373076,-1.4968645513320242,0.27460581789814686,0.09504167139872134,0.06402167299535601,-0.4571380742754125,0.20187700129780242,-0.22186102597443105,4
13,-0.6452672636125248,-1.7612996829194958,-2.7768614807392358,-1.2621031255399293,0.4343108589069301,-0.41571262527483105,-0.9544025073773663,-0.1364495996557387,0.10782586449711054,-1.1798266203312053,-0.7461287972205269,-0.3700887789636019,-0.7862314063784009,-1.6880547279789258,0.24795424637426322,0.01835163365338427,-0.012238962610352382,-0.3075391976466879,-0.251895514491681,-0.25612097652265553,0.16899504365890297,-0.030533761421952615,-0.27606437912335996,0.4418132721827992,-0.0763960138853745,3
